price,area,bedrooms,bathrooms,washingmachine,dtcenter,hotwater,ac,parking,security,furnish
1915789,15,1,1,0,1.545026786,1,1,0,1,1
1915789,13.64,1,1,0,1.525624643,1,1,1,1,0
1916146,16.36,1,1,1,1.507146965,1,1,1,2,0
1921605,13.64,1,2,1,7.539126322,0,1,1,2,2
1922277,20.45,1,1,0,7.492245568,1,1,1,0,1
1924230,16.36,1,1,1,7.464021802,1,1,1,2,0
1924249,16.36,1,1,0,7.452538586,0,1,1,2,0
1924350,23.18,1,1,1,7.448597839,1,1,0,0,2
1925392,16.36,1,1,0,7.436564513,1,1,1,2,1
1927833,17.73,1,1,1,7.429781347,1,0,1,1,0
1928982,20.45,1,1,1,1.470632805,1,1,1,0,0
1929417,15,1,2,1,1.466703504,0,1,1,2,2
1930819,15,1,1,0,7.424438635,1,1,1,2,0
1933609,27.27,1,1,0,7.407536876,0,0,0,1,0
1934078,16.36,1,1,0,7.404302947,1,1,1,1,0
1934211,25.91,1,1,0,7.385958541,0,0,1,0,2
1934211,16.36,1,1,1,7.384287218,1,1,1,2,2
1934211,16.36,1,1,1,7.378578902,1,1,1,2,0
1934211,16.36,1,1,1,7.378439074,1,1,1,1,1
1934582,47.2,1,1,1,7.343326612,0,0,1,0,0
1938392,17.73,1,1,1,7.283958947,1,1,1,2,0
1940675,16.36,1,1,1,7.253517076,1,1,1,1,2
1942827,36.82,1,0,0,7.246907168,1,1,1,1,1
1945468,16.36,1,1,1,7.245373983,1,1,1,2,0
1945594,10.91,1,1,0,7.230209479,1,1,1,1,1
1946961,13.64,1,1,0,7.230011589,1,1,1,1,0
1947175,10.91,1,2,1,1.427768965,1,1,1,2,0
1948947,13.64,1,1,0,7.227811292,1,1,1,1,1
1948947,24.55,1,1,1,1.42219934,1,1,1,0,2
1952632,27.27,1,0,1,7.214606566,1,0,1,0,0
1952632,19.09,1,1,1,7.193150551,1,1,1,1,0
1952632,16.36,1,1,1,7.155610085,0,1,1,1,1
1952632,16.36,1,1,0,7.125916741,1,1,1,1,2
1952632,17.73,1,1,0,1.41737242,1,1,1,1,1
1952802,19.09,1,1,0,7.12477806,1,1,1,0,1
1953157,17.73,2,1,1,7.118363913,1,1,0,2,0
1953685,28.64,1,0,1,7.108528619,1,0,1,0,1
1955428,27.27,1,0,0,7.107668278,1,1,1,0,0
1957018,27.27,1,1,0,1.386228804,0,0,1,0,1
1957773,16.36,1,1,1,1.376959219,1,1,0,1,1
1959284,19.09,1,1,1,7.07601963,1,1,1,1,0
1959530,16.36,1,1,1,7.0709163,1,1,1,1,0
1961931,16.36,1,1,0,7.064026281,1,1,1,2,1
1962392,20.45,1,1,1,7.060719395,1,1,1,1,2
1963364,17.73,1,1,1,7.046377442,1,1,0,1,2
1969669,17.73,1,1,0,7.042716376,0,1,1,2,1
1970267,15,1,1,0,7.031588036,1,1,1,1,1
1971053,16.36,1,1,1,7.027244367,1,0,1,1,1
1971155,27.27,1,1,0,7.024246969,0,0,0,1,0
1972583,23.18,1,1,1,7.024158201,1,1,1,1,0
1974352,25.91,1,1,0,7.003679088,0,0,1,0,1
1974945,21.82,1,1,1,6.998171276,1,1,1,0,2
1975764,10.91,1,1,1,6.9874836,1,1,1,2,2
1979211,16.36,1,1,0,6.977087689,1,1,1,2,1
1980048,16.36,1,1,1,6.964987028,1,1,1,1,2
1980353,10.91,1,1,0,6.964019106,1,1,1,0,2
1985789,38.18,1,1,0,6.907165492,0,1,1,0,2
1985789,31.36,2,1,1,1.326606073,0,1,1,0,2
1985789,10.91,2,1,1,1.316375569,1,1,1,1,2
1986639,34.09,1,1,1,6.862094336,1,0,1,1,0
1987355,17.73,1,1,1,6.856318646,1,1,1,1,0
1987488,10.91,1,1,0,6.8470501,1,1,1,1,1
1987498,13.64,1,1,0,6.806931446,1,1,1,1,0
1988942,20.45,1,1,1,6.800832384,1,1,1,1,1
1989474,38.18,1,1,0,6.789042638,1,1,1,0,2
1989474,21.82,1,1,1,6.765326317,1,1,1,1,1
1989474,16.36,1,1,0,6.76023467,1,1,0,2,1
1989474,15,1,1,1,6.753437616,0,1,1,2,1
1989474,25.91,1,1,0,1.28872472,1,1,1,1,0
1989474,13.64,1,1,1,1.281343723,1,1,1,1,2
1989571,15,1,1,0,6.70671301,1,1,0,1,1
1991527,17.73,1,1,1,6.66421367,1,1,1,2,2
1992376,16.36,1,1,1,6.655685489,1,0,1,0,2
1994131,16.36,1,1,1,6.655434448,0,1,1,1,1
1995956,16.36,1,1,0,6.653121782,1,1,1,2,0
1997948,20.45,1,1,1,6.641346087,1,1,0,1,1
1997986,19.09,1,1,0,6.626234056,1,1,1,1,1
1998897,15,1,1,0,1.262700732,1,0,1,1,1
1998943,16.36,1,1,0,1.261599639,0,1,1,1,1
2001881,20.45,2,1,0,1.257363311,1,1,1,0,2
2002275,19.09,1,1,1,6.616415779,1,1,0,1,2
2007895,15,1,2,1,6.612041399,1,1,1,2,1
2010397,39.55,1,1,0,6.608767312,1,1,1,0,2
2013624,30,1,0,0,6.603516224,1,1,1,2,0
2013702,25.91,1,1,1,6.592765256,0,0,1,0,0
2016097,15,1,1,0,6.591068394,1,1,1,2,0
2018947,15,1,1,1,6.589040706,1,1,1,2,0
2019084,12.27,2,1,1,6.581156973,1,1,1,1,2
2019348,17.73,1,1,1,1.242717009,1,1,1,2,0
2019379,15,1,1,0,6.548170946,1,0,1,1,1
2021315,24.55,1,1,1,6.545861289,1,1,1,0,2
2024925,19.09,1,1,0,6.539053352,1,1,1,1,1
2025883,15,1,1,1,6.526465586,1,1,1,2,0
2026316,24.55,2,1,1,6.522479329,0,1,1,1,1
2026316,9.55,1,1,1,6.518718754,1,1,1,1,1
2026316,32.73,1,1,0,6.497787232,0,0,1,1,1
2026316,9.55,1,2,0,6.469837726,1,1,0,1,1
2026316,19.09,1,1,1,6.464593683,1,1,1,2,1
2026316,17.73,1,1,0,6.452068319,1,1,1,1,1
2026316,15,1,2,1,6.418285252,1,1,1,1,2
2027555,45,1,1,1,6.404904178,0,0,1,1,0
2027815,27.27,1,1,0,6.399924187,1,1,1,1,0
2028751,15,1,2,1,6.39066926,1,1,0,2,1
2030468,15,1,1,1,1.194933811,1,0,1,2,1
2030872,13.64,1,1,1,6.389020794,1,1,1,1,0
2031382,32.73,1,1,0,6.373942643,0,0,1,1,0
2031429,19.09,1,1,0,1.194708317,1,1,1,1,1
2031542,27.27,1,0,1,6.341834376,1,0,1,0,1
2031735,16.36,1,1,1,6.335169937,1,1,1,2,1
2035545,16.36,1,1,1,6.315054607,1,0,1,1,0
2038997,16.36,1,1,0,1.175373402,1,1,1,2,1
2039652,19.09,1,1,0,6.289516847,1,1,1,1,1
2039942,24.55,2,1,1,6.275623167,1,1,0,1,1
2042010,15,1,2,1,6.266101053,1,1,1,1,1
2042819,38.18,1,1,0,6.264110866,0,1,1,0,2
2044737,15,2,2,1,6.262640884,1,1,1,2,0
2044737,17.73,1,1,1,6.26061594,1,1,1,1,0
2045464,10.91,1,1,1,6.253806052,0,1,1,1,1
2047477,25.91,1,1,1,6.240498098,1,1,1,0,2
2049999,21.82,1,1,0,6.232774405,1,1,1,0,1
2050085,16.36,1,1,0,6.231141969,1,1,1,1,2
2052152,16.36,1,1,0,6.215727011,1,0,1,1,1
2055544,19.09,1,1,1,6.20585479,1,1,1,2,0
2057186,9.55,1,2,0,6.178917564,1,1,1,1,1
2057355,32.73,2,1,1,6.166905119,0,1,0,0,2
2059099,16.36,1,1,0,6.151924558,1,1,1,2,1
2063158,24.55,2,1,1,6.138868862,1,0,1,0,0
2063158,9.55,2,1,1,6.126600895,1,1,1,1,1
2063158,36.82,1,1,1,6.114694755,1,0,1,0,2
2063158,32.73,1,1,0,6.097896446,1,0,1,1,2
2063158,17.73,1,1,0,6.089695161,1,1,1,2,1
2063158,15,1,1,1,6.080440255,1,1,1,1,2
2063158,13.64,1,1,0,1.15409,1,1,0,2,1
2063904,15,1,1,1,6.077925367,1,1,1,2,2
2064036,21.82,1,1,1,1.148528311,1,1,1,1,1
2064512,9.55,1,2,0,6.075129555,1,0,1,1,0
2066740,16.36,1,1,1,6.073878503,1,1,1,1,1
2067507,17.73,1,1,1,6.062073534,1,1,1,1,1
2069067,39.55,1,1,0,1.140691611,0,1,1,0,2
2071624,19.09,1,1,0,6.048665883,1,1,1,2,2
2073181,16.36,1,1,1,6.045854888,1,1,1,2,0
2073275,25.91,2,1,1,6.036057076,1,0,1,0,1
2073904,16.36,1,1,1,6.026904546,1,1,0,1,2
2084000,34.09,1,1,0,6.015656275,1,0,1,1,2
2087861,34.09,1,1,0,6.003348091,0,0,1,1,2
2088427,24.55,2,1,1,5.996892317,1,1,1,1,1
2089297,15,1,2,1,5.981212252,1,1,1,1,1
2089923,13.64,1,1,1,5.975581657,1,1,1,1,2
2093129,20.45,1,1,0,5.97475803,1,0,1,0,2
2096178,17.73,1,1,1,5.925326235,1,1,1,1,1
2096827,17.73,1,1,0,5.917970408,1,1,0,1,1
2100000,19.09,2,1,0,5.911604456,1,1,1,1,2
2100000,30,1,0,1,5.898212565,0,1,1,0,0
2100000,20.45,1,1,0,5.88003275,1,1,1,1,0
2100000,19.09,1,1,1,5.879077789,1,1,1,2,1
2100000,17.73,1,1,0,1.126545145,0,1,1,1,0
2100764,36.82,1,1,0,5.853961828,1,0,1,1,2
2100799,20.45,1,1,0,5.845130422,1,1,1,1,1
2102078,15,2,2,1,5.841949002,1,1,1,2,2
2107592,19.09,1,1,1,5.833494821,1,1,1,2,1
2109084,17.73,1,1,1,5.81691782,1,0,1,1,1
2109211,20.45,1,1,0,5.811654664,1,1,1,1,1
2109211,16.36,2,1,0,1.124908256,1,1,1,2,1
2118421,24.55,1,1,0,5.794034572,1,0,1,0,2
2118421,16.36,1,1,1,1.116716705,1,1,1,2,1
2118421,16.36,1,1,0,1.115248488,1,1,1,2,1
2119505,16.36,2,1,0,5.789511435,1,1,0,2,1
2123304,13.64,1,1,0,1.108319742,1,1,1,2,1
2124086,17.73,1,1,1,5.789456002,1,1,1,2,0
2124977,10.91,1,1,1,1.102644155,1,0,1,1,1
2125211,38.18,1,1,1,5.786830055,1,0,1,1,0
2129014,24.55,1,1,0,5.778839533,1,0,1,0,1
2133818,17.73,1,1,0,5.76307784,1,1,1,2,2
2133932,19.09,2,1,0,5.759347799,0,1,1,1,0
2134278,39.55,1,1,0,5.755292498,0,1,1,0,2
2136842,27.27,2,1,0,5.73927919,1,0,1,1,1
2136842,23.18,1,1,0,5.721384549,1,1,1,0,2
2136842,19.09,1,1,1,5.69235663,1,1,1,1,1
2136842,13.64,2,2,0,1.092886023,1,1,1,1,0
2136842,19.09,1,1,1,1.089290747,0,1,1,1,0
2137510,15,1,1,1,1.087905979,1,1,1,1,2
2137783,38.18,1,1,1,5.677854658,1,0,1,1,1
2139087,21.82,1,1,0,5.669524672,1,1,1,1,1
2139287,15,1,2,1,5.654232328,1,1,1,2,1
2147317,9.55,2,1,1,5.652624642,1,1,1,1,0
2148004,15,2,2,0,5.637064244,1,0,1,1,1
2148706,20.45,1,1,1,5.630577557,0,1,1,1,2
2151355,16.36,1,1,0,5.614136611,1,1,1,2,2
2152296,19.09,1,1,0,5.610192275,1,1,1,1,2
2153141,19.09,1,1,1,5.609770773,1,1,0,2,0
2155263,25.91,1,1,0,5.601051907,1,0,1,0,0
2155263,17.73,1,1,0,5.574028754,1,1,1,2,1
2155263,16.36,1,1,1,1.074220841,1,1,1,1,1
2156862,19.09,1,1,1,5.573856691,1,1,1,2,0
2157105,16.36,1,1,1,5.573501039,1,1,1,2,2
2157191,23.18,1,1,1,5.567605666,1,1,1,1,1
2158322,25.91,1,1,0,5.564441325,1,0,0,0,1
2161740,19.09,1,1,0,5.560284374,0,1,1,1,1
2166045,19.09,1,1,0,1.073197866,1,1,1,2,1
2169897,12.27,2,1,1,5.556772138,1,1,1,1,2
2170000,27.27,1,1,1,5.550257498,1,0,1,1,1
2172446,15,1,1,0,5.533058339,1,1,1,2,1
2172964,27.27,1,1,0,1.066535584,1,1,1,1,0
2173684,27.27,1,1,1,5.528113638,1,0,1,0,1
2173684,20.45,2,1,1,1.058819231,0,1,1,2,1
2176146,16.36,1,1,0,5.524738899,1,1,0,2,2
2182617,31.36,2,1,1,1.05722912,0,1,1,0,2
2185540,30,1,0,1,5.519029464,0,1,1,0,0
2192105,21.82,1,1,1,5.488925411,1,1,1,0,1
2192105,19.09,1,1,0,5.484761879,1,1,1,2,1
2192105,17.73,1,1,0,5.459403213,1,0,1,2,1
2192749,20.45,1,1,1,5.445836095,1,1,1,1,1
2195620,20.45,1,1,1,5.413941313,1,1,0,1,2
2203178,23.18,1,1,1,5.405943514,1,1,1,0,1
2203258,13.64,2,2,0,5.389751299,1,1,1,1,1
2203694,16.36,1,1,1,5.385492875,1,1,1,2,2
2206842,16.36,1,2,1,5.37503672,1,1,1,2,1
2206842,38.18,1,0,0,1.012551591,0,0,1,0,0
2209450,16.36,1,1,1,5.37435744,1,1,1,2,1
2210526,17.73,2,1,1,5.369715856,1,1,1,2,2
2210526,9.55,1,1,0,5.36851254,1,1,1,2,1
2210526,10.91,1,2,1,5.366821558,1,1,1,2,1
2210526,31.36,1,1,0,5.355456411,0,1,1,1,1
2210526,27.27,1,1,1,5.350675056,1,0,1,1,0
2210526,25.91,1,1,0,5.335424692,1,1,1,0,1
2210526,12.27,2,2,0,5.332933933,1,1,1,1,0
2210526,12.27,2,2,0,5.332112403,1,1,1,2,1
2210526,23.18,1,1,0,5.302096933,1,1,1,0,1
2210526,20.45,1,1,1,5.30098412,1,0,1,1,0
2210526,20.45,1,1,1,5.29606894,0,1,1,1,0
2210526,20.45,1,1,0,5.294324495,1,1,1,2,1
2210526,13.64,1,2,1,5.294284719,1,1,1,1,0
2210526,19.09,1,1,0,5.28749571,1,1,1,2,0
2210526,16.36,1,1,0,5.273686561,1,1,1,2,1
2210526,16.36,1,1,0,5.272143766,1,1,1,1,1
2210526,24.55,1,1,0,0.993703974,1,1,1,0,2
2211252,13.64,1,2,1,5.263450271,1,1,1,1,0
2212909,16.36,1,1,0,5.251894953,1,1,1,1,1
2213189,16.36,1,2,1,0.983790225,1,1,1,2,1
2213411,25.91,1,1,0,5.250533792,1,1,1,0,0
2214296,28.64,2,1,0,5.24203939,1,0,1,1,2
2214465,19.09,1,1,0,5.237709289,1,1,1,2,1
2216171,27.27,2,1,0,5.234436426,1,0,0,1,0
2216908,17.73,1,1,1,5.231411205,1,1,1,2,1
2221562,19.09,1,1,0,5.230040052,1,1,1,2,0
2221594,17.73,1,1,1,5.219976297,1,1,1,1,2
2222092,10.91,1,2,1,0.97830036,1,1,1,2,1
2225586,16.36,1,1,0,0.974016279,1,1,1,2,0
2228152,30,1,1,1,5.210768399,1,0,1,1,1
2228947,30,1,0,0,5.207948883,1,1,1,0,2
2228947,12.27,1,1,0,5.203153301,1,1,1,2,1
2229394,27.27,1,1,1,5.197410483,1,0,1,0,1
2229510,10.91,1,2,1,5.196695878,1,1,1,2,1
2229825,12.27,2,2,0,0.968485427,1,1,1,2,1
2229896,19.09,2,1,1,5.194405613,1,1,1,2,1
2230946,9.55,1,1,0,0.967254652,1,1,1,2,0
2231539,15,2,2,1,5.143079107,0,1,1,2,2
2232668,25.91,1,1,0,5.131740651,1,0,1,0,1
2234215,19.09,2,1,0,5.13125136,1,1,1,1,0
2238123,20.45,1,1,0,5.122890357,1,1,1,1,1
2243190,23.18,1,1,0,5.118999447,1,1,1,0,0
2243570,32.73,1,0,1,5.114627583,0,1,1,0,1
2243615,13.64,2,2,0,0.959112797,0,1,1,1,0
2243687,25.91,1,1,0,5.107699292,1,0,1,0,1
2245118,12.27,1,1,0,0.94743915,1,1,1,2,2
2245867,19.09,1,1,0,0.945632571,1,0,1,2,1
2246076,32.73,1,1,0,0.938150086,0,1,1,1,2
2246484,24.55,1,1,0,0.925132945,1,1,1,0,0
2247279,21.82,1,1,1,5.08833071,1,1,1,1,2
2247368,20.45,2,1,1,5.04849236,1,1,0,2,0
2247368,9.55,1,2,1,5.042330955,1,1,1,2,2
2247368,35.45,1,0,1,5.032736751,0,0,1,0,2
2247368,28.64,1,1,0,5.01680398,0,1,1,0,2
2247368,28.64,1,1,1,4.999136262,1,0,1,1,0
2247368,20.45,1,1,1,4.997148864,1,1,1,2,2
2248571,23.18,1,1,0,4.9861566,1,1,0,0,0
2251053,15,1,1,1,4.972807401,1,1,1,1,1
2251092,12.27,2,2,0,4.971719999,1,1,1,1,1
2252212,10.91,2,1,1,4.966983966,1,1,1,1,0
2255412,21.82,1,1,0,4.964200157,0,1,1,1,1
2256106,31.36,1,0,0,4.961056384,1,1,1,0,1
2257485,20.45,1,1,0,4.929122232,1,1,1,1,2
2259279,27.27,1,1,1,4.913457994,1,0,1,1,0
2263677,31.36,1,1,1,4.905878802,1,0,1,1,2
2264311,28.64,1,1,1,4.902907945,1,1,1,1,1
2265789,36.71,1,0,0,4.901971609,0,0,1,1,1
2265789,20.45,1,1,1,4.886808714,1,1,1,2,1
2266104,27.27,1,1,0,4.884482241,1,1,1,0,1
2266839,20.45,1,1,1,4.86974335,1,1,1,1,2
2267852,21.82,2,1,1,4.855182416,1,1,1,2,1
2272804,27.27,2,1,1,4.851488729,1,0,1,0,0
2273158,17.73,1,1,1,4.850567097,1,1,1,1,2
2274028,20.45,1,1,1,4.831745752,1,1,1,1,1
2279185,27.27,1,1,0,0.862290635,1,1,1,0,1
2279999,36.71,1,0,0,4.826999596,0,0,1,1,1
2281364,19.09,1,1,0,4.816237627,1,1,1,2,1
2284211,8.18,2,2,1,4.808638009,1,1,1,2,1
2284211,30,2,1,1,4.80719074,0,0,1,1,2
2284211,16.36,2,2,1,4.799828648,1,1,1,2,1
2284211,20.45,1,1,0,4.782112374,1,1,1,2,2
2284211,19.09,1,1,1,4.771169414,1,1,1,2,1
2284740,36.82,1,0,1,4.762678642,0,0,1,0,2
2287017,19.09,1,1,1,4.762283047,1,1,1,2,0
2288050,10.91,1,2,1,4.755100824,1,1,1,2,0
2291974,20.45,2,1,1,4.754641295,1,1,1,2,1
2296099,16.36,1,1,0,4.750701394,1,1,1,1,1
2296797,23.18,1,1,0,4.749920623,1,1,1,0,0
2297210,15,1,2,1,4.740551287,1,1,1,1,0
2297949,39.86,1,0,0,4.739939722,0,0,1,1,1
2301086,38.18,1,0,0,4.739376712,0,1,1,0,1
2301617,20.45,1,1,0,4.736643053,1,1,1,2,1
2302632,17.73,1,1,0,4.729422892,1,1,1,2,0
2303957,28.64,1,1,1,0.84080573,1,0,1,1,0
2305524,19.09,1,1,1,4.727969478,1,1,1,1,2
2305729,28.64,1,1,1,4.723405995,1,0,1,0,1
2306316,23.18,2,1,1,4.719763293,1,1,1,0,1
2306508,20.45,1,1,0,4.715243725,1,1,1,2,0
2307840,20.45,1,1,0,4.712105003,1,1,1,2,0
2309200,16.36,2,1,0,4.709332998,1,1,1,2,1
2312180,19.09,1,1,0,4.706418816,1,1,1,2,0
2312418,16.36,1,2,1,4.705335521,1,1,1,2,1
2312908,19.09,1,1,1,4.705119362,1,1,1,1,1
2313130,30,1,1,1,4.694897537,1,0,1,1,2
2314288,38.18,1,0,0,4.677806211,0,1,1,0,1
2315926,23.18,2,1,1,4.671812385,1,1,1,2,0
2316027,21.82,1,1,1,4.657949389,1,1,1,2,2
2316089,24.55,1,1,0,4.648775224,1,1,1,0,0
2316263,30,1,1,0,4.634670396,0,1,1,0,0
2316489,12.27,2,2,0,4.624090262,1,1,1,2,1
2317236,24.55,2,1,1,4.608548177,1,1,1,0,1
2317368,13.64,1,2,0,4.607367358,1,1,1,2,1
2317368,21.82,1,1,0,4.600457632,1,1,1,2,0
2317368,21.82,1,1,1,0.821610665,1,1,1,1,1
2318660,20.45,1,1,1,4.581424425,1,1,1,2,2
2320389,30,2,1,1,4.572443913,0,0,1,1,1
2320738,23.18,1,1,1,4.570129032,1,1,1,1,0
2321053,21.82,1,1,0,4.556446488,1,1,1,1,1
2321053,17.73,1,1,0,4.549198892,1,1,1,2,1
2323642,19.09,1,1,0,4.54704689,1,1,1,2,1
2323764,23.18,1,1,0,4.542530951,1,1,1,2,0
2325170,23.18,1,1,1,4.541318595,1,1,1,1,1
2332289,20.45,2,1,1,4.540120718,1,1,1,2,2
2332689,16.36,1,1,1,4.537586781,1,1,1,1,1
2335171,19.09,1,1,0,4.523747907,1,1,1,2,1
2337894,16.36,2,2,1,4.520954204,1,1,1,2,2
2339229,9.55,2,2,1,4.520843268,1,1,1,2,1
2339474,17.73,1,1,1,4.514163001,1,1,1,2,1
2341405,10.91,1,2,1,4.5120594,1,1,1,2,0
2342576,32.73,1,1,0,4.507178205,0,1,1,1,0
2342913,17.73,1,1,1,4.505477482,1,1,1,2,1
2344658,15,1,2,0,4.488238141,1,1,1,2,1
2347316,16.36,1,1,1,4.473547666,1,1,1,1,1
2348367,16.36,1,1,1,4.469624314,1,1,1,1,1
2350862,16.36,1,1,0,4.469047666,1,1,1,2,0
2354211,28.64,1,1,1,4.467267404,1,1,1,1,2
2354211,15,1,2,0,4.449342639,1,1,1,2,1
2354211,16.36,1,2,0,4.449022483,1,1,1,2,2
2357221,23.18,1,1,0,4.434820766,1,1,1,1,1
2357895,20.45,2,1,1,4.434355899,1,1,1,1,2
2357895,38.18,1,0,1,4.427975649,0,1,1,0,1
2357895,27.27,1,1,0,4.422859512,1,1,1,0,1
2357895,17.73,1,1,0,4.39677973,1,1,1,2,0
2357895,17.73,1,1,0,4.396144961,1,1,1,2,2
2358660,21.82,1,1,0,4.389581057,1,1,1,2,2
2361961,13.64,1,2,0,0.713886687,1,1,1,2,0
2373618,23.18,1,1,0,4.379662117,1,1,1,2,0
2374792,39.55,1,0,1,4.374085667,0,1,1,0,2
2374998,19.09,1,1,0,4.356335886,1,1,1,2,1
2375192,20.45,1,1,1,4.354064073,1,1,1,2,1
2375854,20.45,1,1,0,4.354056643,1,1,1,2,2
2376316,45,1,1,0,4.349104759,0,1,1,0,1
2376316,16.36,1,2,0,4.336167772,1,1,1,1,1
2376316,16.36,1,2,1,4.331346331,1,1,1,2,2
2376316,16.36,1,2,1,0.708686601,1,1,1,2,1
2378328,16.36,1,1,1,4.314221426,1,1,1,2,2
2378669,27.27,1,1,0,4.308892465,1,1,1,0,0
2380243,19.09,1,1,0,4.305846252,1,1,1,2,1
2381449,16.36,1,2,1,4.299535124,1,1,1,2,0
2383126,21.82,1,1,1,4.296024266,1,1,1,0,1
2389435,15,1,2,0,4.294481303,1,1,1,2,2
2391053,23.18,2,1,1,4.285843195,1,1,1,1,1
2391053,19.09,1,1,0,4.278473242,1,1,1,1,2
2391326,23.18,2,1,1,4.260054614,1,1,1,1,2
2391601,19.09,1,1,1,4.258053007,1,1,1,1,2
2393206,13.64,1,1,0,4.253969906,1,1,1,2,2
2393223,35.66,1,1,0,4.251789489,0,1,1,0,1
2394737,38.18,2,0,1,4.226973411,1,1,1,1,2
2394737,12.27,1,2,1,4.21204155,1,1,1,2,1
2394737,24.55,1,1,1,4.211173071,1,1,1,0,2
2394737,24.55,1,1,0,4.203631229,1,1,1,1,0
2394737,17.73,1,2,1,4.199935295,1,1,1,1,0
2394737,16.36,1,2,0,4.197056793,1,1,1,2,0
2394737,16.36,1,1,0,4.193866968,1,1,1,1,0
2394911,20.45,1,1,0,4.182082968,1,1,1,2,1
2400109,9.55,2,2,1,4.17630382,1,1,1,2,1
2405887,17.73,2,2,1,4.174959404,1,1,1,2,2
2409329,19.09,1,1,0,4.174681444,1,1,1,1,1
2409515,25.91,1,1,1,4.166101643,1,1,1,0,0
2411286,23.18,2,1,1,4.157764332,1,1,1,0,1
2412835,20.45,2,1,1,4.141235528,1,1,1,1,1
2413158,17.73,1,1,0,4.140507483,1,1,1,1,1
2413158,17.73,1,1,0,4.137734811,1,1,1,1,2
2413389,16.36,1,2,0,4.1282705,1,1,1,1,1
2413756,9.55,1,1,0,4.127002024,1,1,1,2,0
2414306,15,1,2,0,4.125903395,1,1,1,2,2
2418322,31.36,1,0,0,4.115192425,1,1,1,0,1
2423079,30,1,1,1,4.107351244,1,1,1,1,2
2427048,16.36,1,2,0,4.105863574,1,1,1,2,2
2427895,20.45,2,1,0,4.09487156,1,1,1,2,1
2428224,19.09,1,1,1,4.094666744,1,1,1,2,1
2431328,31.36,1,1,0,4.088974756,0,1,1,0,0
2431579,25.91,1,1,1,4.085185846,1,1,1,1,1
2431579,13.64,1,1,1,4.082356728,1,1,1,1,1
2431579,23.18,1,1,1,4.072662886,1,1,1,2,0
2431579,19.09,1,1,1,4.067748142,1,1,1,2,1
2431579,17.73,1,1,1,4.05829381,1,1,1,1,1
2432163,21.82,1,1,1,4.047927498,1,1,1,2,1
2433397,16.36,1,1,0,4.042714278,1,1,1,1,1
2433715,37.76,1,1,0,0.658408761,0,1,1,0,1
2438179,20.45,2,1,1,4.034461058,1,1,1,2,2
2443212,30,2,1,1,4.031453457,0,0,1,1,1
2443340,17.73,1,2,1,4.022971567,1,1,1,1,1
2444523,19.09,1,1,0,4.022873912,1,1,1,2,2
2445403,17.73,1,1,0,4.020953059,1,1,1,1,1
2450000,16.36,1,1,0,4.018675626,1,1,1,1,2
2456605,16.36,1,2,1,4.016495197,1,1,1,2,1
2462199,13.64,1,1,1,4.014106453,1,1,1,1,1
2464653,16.36,1,2,0,4.012082656,1,1,1,1,1
2465295,36.82,1,0,1,4.011300363,0,0,1,0,0
2466602,24.55,2,1,1,4.01093527,1,1,1,1,2
2467558,16.36,1,2,0,3.988832496,1,1,1,2,1
2468421,43.64,2,0,1,3.985575088,1,0,1,1,1
2468421,27.27,1,1,0,3.984990508,1,1,1,0,1
2468421,24.55,1,1,0,3.983156343,1,1,1,0,1
2468421,23.18,1,1,1,3.980537962,1,1,1,2,1
2468421,19.09,1,1,1,3.979607561,1,1,1,1,2
2468421,16.36,1,1,1,3.972986176,1,1,1,1,1
2469418,17.73,1,2,0,0.645265056,1,1,1,2,2
2475349,45,2,0,1,3.961712196,1,0,1,1,1
2476949,23.18,2,1,1,3.961383608,1,1,1,1,0
2477400,23.18,1,1,1,3.959557858,1,1,1,2,1
2483517,17.73,1,1,0,3.952059263,1,1,1,1,2
2483533,39.55,2,0,1,3.945466499,1,1,1,1,0
2484646,19.09,1,1,0,3.942495215,1,1,1,2,0
2485003,27.27,1,1,1,3.928442786,1,1,1,1,1
2487964,17.73,1,1,0,3.917746651,1,1,1,1,1
2497358,19.09,1,1,1,3.917131107,1,1,1,2,0
2498708,12.27,1,2,1,3.899639466,1,1,1,2,2
2499195,17.73,1,1,1,3.899532482,1,1,1,1,1
2500302,19.09,1,1,0,3.896382769,1,1,1,2,1
2501579,28.64,1,1,1,3.89456831,1,1,1,0,1
2502510,16.36,1,1,0,3.894522665,1,1,1,1,1
2503501,17.73,1,1,1,3.89321445,1,1,1,2,1
2505263,35.66,1,0,0,3.888626822,0,1,1,0,2
2505263,42.27,1,1,0,3.873728312,1,1,1,0,1
2505263,28.64,1,1,1,3.873322031,1,0,1,0,0
2505290,23.18,1,1,1,3.871190738,1,1,1,1,0
2505987,42.27,1,1,0,3.870737115,1,1,1,0,1
2508517,16.36,1,1,1,3.870223766,1,1,1,1,1
2508947,15,2,2,1,3.868609286,1,1,1,1,1
2510330,24.55,1,1,0,3.865225379,1,1,1,1,1
2516835,20.45,1,1,0,3.864753969,1,1,1,2,2
2518575,36.71,1,0,0,3.862650806,0,1,1,0,0
2523494,28.64,1,1,0,3.86013895,1,1,1,0,2
2523684,36.82,2,0,0,3.858914811,1,0,1,0,0
2523684,31.36,1,1,0,3.847186526,1,0,1,0,1
2531150,17.73,1,1,0,3.845558239,1,1,1,1,2
2533850,28.64,1,1,1,3.845455101,1,1,1,1,2
